Choice,Composite,Type,InstCode,Institute,BranchCode,Branch,PwDseat,Reach,OBC-PwD_close,Gen-PwD_close
471,50.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,5216,Computer Science and Engineering,Y,SAFE,,4054
472,50.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4110,Computer Science and Engineering,-,Out,,
473,50.0,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4110,Computer Science and Engineering,Y,SAFE,1738,2554
474,50.0,GFTI,425,"Central institute of Technology Kokrajar, Assam",4110,Computer Science and Engineering,Y,SAFE,,3945
475,50.0,GFTI,426,"Puducherry Technological University, Puducherry",4110,Computer Science and Engineering,-,SAFE,846,
476,50.0,GFTI,428,"Central University of Rajasthan, Rajasthan",4110,Computer Science and Engineering,Y,SAFE,,3035
477,50.0,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4110,Computer Science and Engineering,-,Out,,
478,50.0,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4110,Computer Science and Engineering,Y,No-data,,
479,50.0,GFTI,437,Central University of Jammu,4110,Computer Science and Engineering,Y,SAFE,1474,3326
480,50.0,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",4110,Computer Science and Engineering,-,SAFE,,2830
481,50.0,GFTI,439,Central University of Haryana,4110,Computer Science and Engineering,Y,SAFE,,4225
482,50.0,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4110,Computer Science and Engineering,Y,SAFE,1747,2311
483,50.0,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4110,Computer Science and Engineering,Y,SAFE,1534,1559
484,50.0,GFTI,444,CU Jharkhand,4110,Computer Science and Engineering,-,Out,,
485,50.0,GFTI,446,"National Institute of Electronics and Information Technology, Patna (Bihar)",4110,Computer Science and Engineering,Y,Good,727,862
486,50.0,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4110,Computer Science and Engineering,-,Out,,
487,50.0,GFTI,460,"Central University of Punjab, Bathinda",4110,Computer Science and Engineering,Y,No-data,,
488,50.0,GFTI,447,"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",413K,"Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology )",Y,SAFE,1177,2407
489,50.0,GFTI,448,"National Institute of Electronics and Information Technology, Gorakhpur (UP)",413L,Computer Science and Engineering with minor in AI and ML,Y,SAFE,1712,2392
490,50.0,GFTI,437,Central University of Jammu,4195,Computer Science and Engineering with specialization in Cyber Security,Y,SAFE,1548,4205
491,49.5,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4139,Textile Technology,Y,SAFE,1294,3284
492,49.0,NIT,205,National Institute of Technology Agartala,4111,Electrical Engineering,Y,SAFE,1528,2121
493,49.0,NIT,218,National Institute of Technology Arunachal Pradesh,4111,Electrical Engineering,Y,SAFE,1269,
494,49.0,NIT,221,"National Institute of Technology, Manipur",4111,Electrical Engineering,Y,SAFE,1507,
495,49.0,NIT,221,"National Institute of Technology, Manipur",5217,Electrical Engineering,-,No-data,,
496,49.0,NIT,222,"National Institute of Technology, Mizoram",4111,Electrical Engineering,Y,SAFE,1512,
497,49.0,NIT,225,"National Institute of Technology, Srinagar",4111,Electrical Engineering,Y,SAFE,1458,2781
498,49.0,NIT,212,National Institute of Technology Meghalaya,4144,Electrical and Electronics Engineering,Y,SAFE,1665,
499,49.0,NIT,213,National Institute of Technology Nagaland,4144,Electrical and Electronics Engineering,-,SAFE,,3249
500,49.0,NIT,217,National Institute of Technology Sikkim,4144,Electrical and Electronics Engineering,Y,SAFE,1523,
501,48.7,GFTI,405,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad",4151,Computer Engineering,Y,SAFE,977,2296
502,48.6,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",5507,Physics,Y,Out,,
503,48.5,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4104,Bio Technology,Y,Good,593,
504,48.5,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4603,Computer Science Engineering (Artificial Intelligence),Y,SAFE,1810,1622
505,48.5,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",410E,Computer Science Engineering (Artificial lntelligence and Machine Learning),-,No-data,,
506,48.5,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4604,Computer Science Engineering (Data Science),Y,SAFE,1649,3964
507,48.5,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,No-data,,
508,48.5,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,No-data,,
509,48.5,GFTI,455,"National Institute of Electronics and Information Technology, Aizawl",410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,No-data,,
510,48.5,GFTI,407,"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad",4196,Computer Science and Engineering with Major in Artificial Intelligence,Y,SAFE,1163,1885
511,48.5,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,410M,Electronics and Communication Engineering with specialization in VLSI and Embedded Systems,-,Out,,
512,47.9,NIT,231,"National Institute of Technology, Andhra Pradesh",4104,Bio Technology,Y,Good,698,
513,47.5,GFTI,449,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)",413R,Artificial Intelligence & Data Science - Aviation Systems,Y,No-data,,
514,47.5,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4188,Artificial Intelligence and Data Science,Y,SAFE,1814,3674
515,47.5,GFTI,410,Sant Longowal Institute of Engineering and Technology,4188,Artificial Intelligence and Data Science,Y,SAFE,,2095
516,47.5,GFTI,426,"Puducherry Technological University, Puducherry",4188,Artificial Intelligence and Data Science,-,No-data,,
517,47.5,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,410P,Artificial Intelligence and Machine Learning,Y,No-data,,
518,47.5,GFTI,460,"Central University of Punjab, Bathinda",523V,Artificial Intelligence and Machine Learning,Y,No-data,,
519,47.5,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411V,B.Tech in Artificial Intelligenece and Data Science (Transportation and Logistics),Y,Out,,
520,47.0,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",4114,Electronics and Communication Engineering,Y,SAFE,1585,3858
521,47.0,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,4114,Electronics and Communication Engineering,-,Out,,
522,47.0,IIIT,322,Indian Institute of Information Technology Bhagalpur,4114,Electronics and Communication Engineering,Y,SAFE,1626,3228
523,47.0,IIIT,324,Indian Institute of Information Technology Surat,4114,Electronics and Communication Engineering,Y,SAFE,1075,2342
524,47.0,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",4114,Electronics and Communication Engineering,Y,SAFE,1739,3623
525,46.5,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",411F,B.Tech in Mathematics and Computing,Y,SAFE,,2723
526,46.5,GFTI,437,Central University of Jammu,4124,Mathematics and Computing,Y,Out,,
527,46.5,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",5506,Mathematics and Computing,Y,No-data,,
528,46.5,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",5506,Mathematics and Computing,-,Out,,
529,46.0,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",4146,Information Technology,Y,SAFE,1626,1386
530,45.6,NIT,209,National Institute of Technology Goa,4109,Civil Engineering,Y,Good,,1603
531,45.0,NIT,227,"National Institute of Technology, Uttarakhand",4109,Civil Engineering,-,Good,,1429
532,45.0,NIT,205,National Institute of Technology Agartala,4125,Mechanical Engineering,Y,SAFE,1514,3534
533,45.0,NIT,212,National Institute of Technology Meghalaya,4125,Mechanical Engineering,-,Out,,
534,45.0,NIT,213,National Institute of Technology Nagaland,4125,Mechanical Engineering,-,Out,,
535,45.0,NIT,217,National Institute of Technology Sikkim,4125,Mechanical Engineering,-,Out,,
536,45.0,NIT,218,National Institute of Technology Arunachal Pradesh,4125,Mechanical Engineering,Y,SAFE,1521,
537,45.0,NIT,221,"National Institute of Technology, Manipur",4125,Mechanical Engineering,Y,SAFE,1528,3757
538,45.0,NIT,221,"National Institute of Technology, Manipur",5233,Mechanical Engineering,-,No-data,,
539,45.0,NIT,222,"National Institute of Technology, Mizoram",4125,Mechanical Engineering,Y,SAFE,,4235
540,45.0,NIT,225,"National Institute of Technology, Srinagar",4125,Mechanical Engineering,Y,SAFE,1825,2582
541,44.0,GFTI,445,"National Institute of Electronics and Information Technology, Ropar (Punjab)",410Z,Electronics and Communication Engineering (VLSI Design and Technology),Y,No-data,,
542,43.5,NIT,210,National Institute of Technology Hamirpur,4117,Engineering Physics,Y,SAFE,1646,3298
543,43.0,NIT,205,National Institute of Technology Agartala,4145,Production Engineering,Y,SAFE,1318,
544,42.5,GFTI,448,"National Institute of Electronics and Information Technology, Gorakhpur (UP)",413M,B. Tech in Electronics and Communication Engineering with minor in Wearable Electronics,Y,SAFE,,3975
545,42.5,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5420,B.Tech. (Electronics and Communication Engineering) - MBA,Y,Out,,
546,42.5,GFTI,401,"Assam University, Silchar",4114,Electronics and Communication Engineering,Y,SAFE,,3972
547,42.5,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4114,Electronics and Communication Engineering,Y,SAFE,1663,3854
548,42.5,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4114,Electronics and Communication Engineering,Y,SAFE,1891,4054
549,42.5,GFTI,407,"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad",4114,Electronics and Communication Engineering,Y,SAFE,1558,3271
550,42.5,GFTI,410,Sant Longowal Institute of Engineering and Technology,4114,Electronics and Communication Engineering,Y,SAFE,,2918
551,42.5,GFTI,411,"Mizoram University, Aizawl",4114,Electronics and Communication Engineering,Y,SAFE,,3396
552,42.5,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4114,Electronics and Communication Engineering,Y,Out,,
553,42.5,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4114,Electronics and Communication Engineering,Y,Out,,
554,42.5,GFTI,425,"Central institute of Technology Kokrajar, Assam",4114,Electronics and Communication Engineering,-,Out,,
555,42.5,GFTI,426,"Puducherry Technological University, Puducherry",4114,Electronics and Communication Engineering,-,SAFE,1405,1468
556,42.5,GFTI,428,"Central University of Rajasthan, Rajasthan",4114,Electronics and Communication Engineering,Y,SAFE,,2981
557,42.5,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4114,Electronics and Communication Engineering,-,Out,,
558,42.5,GFTI,436,"North-Eastern Hill University, Shillong",4114,Electronics and Communication Engineering,Y,SAFE,,3078
559,42.5,GFTI,437,Central University of Jammu,4114,Electronics and Communication Engineering,Y,SAFE,1688,4293
560,42.5,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",4114,Electronics and Communication Engineering,-,Out,,
561,42.5,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4114,Electronics and Communication Engineering,Y,SAFE,1588,2432
562,42.5,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4114,Electronics and Communication Engineering,Y,SAFE,1521,3530
563,42.5,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,4114,Electronics and Communication Engineering,Y,No-data,,
564,42.5,GFTI,437,Central University of Jammu,410I,Electronics and Communication Engineering (Avionics),Y,Out,,
565,42.5,GFTI,449,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)",410I,Electronics and Communication Engineering (Avionics),Y,SAFE,1779,4182
566,41.5,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4146,Information Technology,Y,SAFE,1717,2244
567,41.5,GFTI,411,"Mizoram University, Aizawl",4146,Information Technology,Y,SAFE,,3505
568,41.5,GFTI,426,"Puducherry Technological University, Puducherry",4146,Information Technology,-,SAFE,,2834
569,41.5,GFTI,436,"North-Eastern Hill University, Shillong",4146,Information Technology,Y,SAFE,,3696
570,41.5,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4146,Information Technology,-,Out,,
571,41.0,NIT,205,National Institute of Technology Agartala,4105,Biotechnology and Biochemical Engineering,-,SAFE,1317,4279
572,41.0,NIT,205,National Institute of Technology Agartala,4107,Chemical Engineering,Y,SAFE,1514,3491
573,41.0,NIT,225,"National Institute of Technology, Srinagar",4107,Chemical Engineering,Y,SAFE,1141,3399
574,41.0,NIT,222,"National Institute of Technology, Mizoram",4108,Chemical Science and Technology,-,Out,,
575,40.0,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411R,B.Tech in Electronics & Communication Engineering (Rail Engineering),Y,Out,,
576,40.0,GFTI,426,"Puducherry Technological University, Puducherry",4142,Electronics and Instrumentation Engineering,-,SAFE,,3011
577,40.0,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4142,Electronics and Instrumentation Engineering,-,Out,,
578,40.0,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4153,Electronics and Telecommunication Engineering,-,Out,,
579,38.5,NIT,205,National Institute of Technology Agartala,4109,Civil Engineering,Y,SAFE,1646,3107
580,38.5,NIT,212,National Institute of Technology Meghalaya,4109,Civil Engineering,-,Out,,
581,38.5,NIT,213,National Institute of Technology Nagaland,4109,Civil Engineering,-,Out,,
582,38.5,NIT,217,National Institute of Technology Sikkim,4109,Civil Engineering,-,Out,,
583,38.5,NIT,218,National Institute of Technology Arunachal Pradesh,4109,Civil Engineering,-,SAFE,1738,
584,38.5,NIT,221,"National Institute of Technology, Manipur",4109,Civil Engineering,-,SAFE,,3811
585,38.5,NIT,221,"National Institute of Technology, Manipur",5213,Civil Engineering,-,No-data,,
586,38.5,NIT,222,"National Institute of Technology, Mizoram",4109,Civil Engineering,Y,Out,,
587,38.5,NIT,225,"National Institute of Technology, Srinagar",4109,Civil Engineering,Y,SAFE,1936,3055
588,38.0,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411S,B.Tech in Electrical Engineering ( Rail  Engineering),Y,Out,,
589,38.0,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4111,Electrical Engineering,Y,SAFE,1274,3966
590,38.0,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4111,Electrical Engineering,Y,SAFE,,3082
591,38.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,4111,Electrical Engineering,Y,SAFE,,3560
592,38.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,5217,Electrical Engineering,-,Out,,
593,38.0,GFTI,411,"Mizoram University, Aizawl",4111,Electrical Engineering,Y,SAFE,,3733
594,38.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4111,Electrical Engineering,Y,SAFE,1773,2825
595,38.0,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4111,Electrical Engineering,Y,SAFE,,4293
596,38.0,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",4111,Electrical Engineering,Y,No-data,,
597,38.0,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4111,Electrical Engineering,-,Out,,
598,38.0,GFTI,439,Central University of Haryana,4111,Electrical Engineering,Y,SAFE,1713,2989
599,38.0,GFTI,444,CU Jharkhand,4111,Electrical Engineering,-,Out,,
600,38.0,GFTI,450,Islamic University of Science and Technology Kashmir,4111,Electrical Engineering,Y,No-data,,
601,38.0,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4111,Electrical Engineering,-,Out,,
602,38.0,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,4111,Electrical Engineering,Y,No-data,,
603,38.0,GFTI,426,"Puducherry Technological University, Puducherry",4144,Electrical and Electronics Engineering,-,Out,,
604,38.0,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4144,Electrical and Electronics Engineering,Y,SAFE,1435,2943
605,38.0,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4144,Electrical and Electronics Engineering,Y,SAFE,1577,2875
606,37.0,NIT,205,National Institute of Technology Agartala,5606,Mathematics & Computing,Y,Out,,
607,36.3,IIIT,323,Indian Institute of Information Technology Bhopal,413D,Physics and Computational Engineering,Y,SAFE,,3258
608,36.0,NIT,225,"National Institute of Technology, Srinagar",4127,Metallurgical and Materials Engineering,Y,SAFE,1440,2538
609,34.0,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411T,B.Tech in Mechanical Engineering ( Rail  Engineering),Y,Out,,
610,34.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5422,B.Tech. (Mechanical Engineering) - MBA,Y,Out,,
611,34.0,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4125,Mechanical Engineering,Y,SAFE,,3984
612,34.0,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4125,Mechanical Engineering,Y,Out,,
613,34.0,GFTI,409,"National Institute of Advanced Manufacturing Technology, Ranchi",4125,Mechanical Engineering,Y,SAFE,,3204
614,34.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,4125,Mechanical Engineering,Y,Out,,
615,34.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,5233,Mechanical Engineering,Y,Out,,
616,34.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4125,Mechanical Engineering,-,SAFE,,3666
617,34.0,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4125,Mechanical Engineering,-,SAFE,,4296
618,34.0,GFTI,426,"Puducherry Technological University, Puducherry",4125,Mechanical Engineering,-,SAFE,1667,
619,34.0,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",4125,Mechanical Engineering,Y,No-data,,
620,34.0,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4125,Mechanical Engineering,-,Out,,
621,34.0,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4125,Mechanical Engineering,Y,SAFE,1517,3294
622,34.0,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4125,Mechanical Engineering,Y,SAFE,1607,3071
623,34.0,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4125,Mechanical Engineering,-,Out,,
624,34.0,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,4125,Mechanical Engineering,Y,No-data,,
625,33.0,GFTI,425,"Central institute of Technology Kokrajar, Assam",4121,Instrumentation Engineering,-,Out,,
626,33.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,4148,Instrumentation and Control Engineering,Y,Out,,
627,32.0,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4149,Industrial and Production Engineering,Y,Out,,
628,32.0,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4149,Industrial and Production Engineering,-,Out,,
629,32.0,GFTI,409,"National Institute of Advanced Manufacturing Technology, Ranchi",4136,Production and Industrial Engineering,Y,SAFE,1891,3427
630,31.0,NIT,218,National Institute of Technology Arunachal Pradesh,4194,Biosciences and Bioengineering,Y,SAFE,1485,
631,30.5,IIIT,322,Indian Institute of Information Technology Bhagalpur,411B,Mechatronics and Automation Engineering,Y,SAFE,1432,3623
632,30.0,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4107,Chemical Engineering,Y,SAFE,,3549
633,30.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,4107,Chemical Engineering,Y,Out,,
634,30.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,5210,Chemical Engineering,Y,No-data,,
635,30.0,GFTI,426,"Puducherry Technological University, Puducherry",4107,Chemical Engineering,-,SAFE,1702,
636,30.0,GFTI,435,"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar",5D01,Chemical Engineering,Y,SAFE,1541,1407
637,28.5,NIT,205,National Institute of Technology Agartala,5604,Chemistry,Y,SAFE,,3164
638,28.5,NIT,205,National Institute of Technology Agartala,520G,Computational Mathematics,-,Out,,
639,28.5,NIT,205,National Institute of Technology Agartala,5267,Engineering Physics,Y,SAFE,,4098
640,28.5,NIT,205,National Institute of Technology Agartala,5602,Physics,Y,SAFE,,3039
641,27.5,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411U,B.Tech in Civil Engineering (Rail Engineering),Y,Out,,
642,27.5,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5417,B.Tech. (Civil Engineering) - MBA,-,Out,,
643,27.5,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4109,Civil Engineering,Y,Out,,
644,27.5,GFTI,410,Sant Longowal Institute of Engineering and Technology,4109,Civil Engineering,Y,Out,,
645,27.5,GFTI,411,"Mizoram University, Aizawl",4109,Civil Engineering,Y,SAFE,,4246
646,27.5,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4109,Civil Engineering,-,Good,,1786
647,27.5,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4109,Civil Engineering,Y,Out,,
648,27.5,GFTI,425,"Central institute of Technology Kokrajar, Assam",4109,Civil Engineering,-,Out,,
649,27.5,GFTI,426,"Puducherry Technological University, Puducherry",4109,Civil Engineering,-,SAFE,1666,2613
650,27.5,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4109,Civil Engineering,-,Out,,
651,27.5,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4109,Civil Engineering,Y,SAFE,,3095
652,27.5,GFTI,439,Central University of Haryana,4109,Civil Engineering,Y,Out,,
653,27.5,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4109,Civil Engineering,Y,SAFE,,3889
654,27.5,GFTI,444,CU Jharkhand,4109,Civil Engineering,-,Out,,
655,27.5,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4109,Civil Engineering,-,Out,,
656,27.5,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,4109,Civil Engineering,Y,No-data,,
657,27.5,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",410X,Civil and Environmental Engineering,Y,No-data,,
658,26.0,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",411O,Aeronautical Engineering,-,Out,,
659,26.0,GFTI,449,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)",4101,Aerospace Engineering,Y,SAFE,,3087
660,26.0,GFTI,401,"Assam University, Silchar",4168,Agricultural Engineering,Y,Borderline,,1032
661,26.0,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4168,Agricultural Engineering,-,Out,,
662,26.0,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",413F,Animation and VFX,Y,Good,,1628
663,26.0,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411W,B.Tech in Aviation Engineering,Y,Out,,
664,26.0,GFTI,445,"National Institute of Electronics and Information Technology, Ropar (Punjab)",413J,B.Tech in CSE (AI and ML),Y,SAFE,1226,1857
665,26.0,GFTI,454,"National Institute of Electronics and Information Technology, Agartala",413J,B.Tech in CSE (AI and ML),Y,No-data,,
666,26.0,GFTI,456,"National Institute of Electronics and Information Technology, Imphal",413J,B.Tech in CSE (AI and ML),Y,No-data,,
667,26.0,GFTI,457,"National Institute of Electronics and Information Technology, Calicut",413J,B.Tech in CSE (AI and ML),Y,No-data,,
668,26.0,GFTI,458,"National Institute of Electronics and Information Technology, Kohima",413J,B.Tech in CSE (AI and ML),Y,No-data,,
669,26.0,GFTI,459,"National Institute of Electronics and Information Technology, Srinagar",413J,B.Tech in CSE (AI and ML),Y,No-data,,
670,26.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5419,B.Tech. (Elctrical Engineering) - MBA,-,Out,,
671,26.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5421,B.Tech. (Food Engineering and Technology) - MBA,-,Out,,
672,26.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4402,Bachelor of Design,-,Out,,
673,26.0,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4402,Bachelor of Design,-,No-data,,
674,26.0,GFTI,411,"Mizoram University, Aizawl",4151,Computer Engineering,Y,SAFE,,3029
675,26.0,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",411P,Dairy Engineering,-,Out,,
676,26.0,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,413Q,Digital Manufacturing and IoT,Y,No-data,,
677,26.0,GFTI,408,"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",412K,Electronic Engineering,Y,SAFE,1689,3987
678,26.0,GFTI,436,"North-Eastern Hill University, Shillong",4198,Energy Engineering,Y,SAFE,,3151
679,26.0,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",411Q,Fashion and Apparel Engineering,-,Out,,
680,26.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4167,Food Engineering  and Technology,Y,Out,,
681,26.0,GFTI,425,"Central institute of Technology Kokrajar, Assam",4167,Food Engineering  and Technology,-,Out,,
682,26.0,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",4167,Food Engineering  and Technology,-,Out,,
683,26.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,4164,Food Technology,Y,SAFE,,4287
684,26.0,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4164,Food Technology,-,No-data,,
685,26.0,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",4164,Food Technology,Y,No-data,,
686,26.0,GFTI,431,"National Institute of Food Technology Entrepreneurship and Management, Thanjavur",4164,Food Technology,Y,SAFE,901,1728
687,26.0,GFTI,430,"National Institute of Food Technology Entrepreneurship and Management, Kundli",4183,Food Technology and Management,Y,SAFE,,4033
688,26.0,GFTI,455,"National Institute of Electronics and Information Technology, Aizawl",413P,Internet of Things (IoT),Y,No-data,,
689,26.0,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",413S,Maritime Engineering,Y,No-data,,
690,26.0,GFTI,426,"Puducherry Technological University, Puducherry",4178,Mechatronics Engineering,-,SAFE,789,
691,26.0,GFTI,439,Central University of Haryana,411A,Printing and Packaging Technology,Y,SAFE,,3584
692,26.0,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",412A,ROBOTICS & AUTOMATION,Y,No-data,,
693,26.0,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,412A,ROBOTICS & AUTOMATION,Y,No-data,,
694,26.0,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",412Y,Robotics and AI,Y,SAFE,,3674
