Choice,Composite,Type,InstCode,Institute,BranchCode,Branch,PwDseat,Reach,Note
247,72.2,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",4125,Mechanical Engineering,Y,Good,
248,72.2,NIT,216,National Institute of Technology Raipur,4146,Information Technology,Y,Reach,
249,71.75,NIT,208,National Institute of Technology Durgapur,4127,Metallurgical and Materials Engineering,Y,SAFE,
250,71.7,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5101,Architecture,Y,Out,
251,71.7,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4124,Mathematics and Computing,Y,Reach,
252,71.5,NIT,219,"National Institute of Technology, Jamshedpur",4109,Civil Engineering,Y,Reach,
253,71.5,IIIT,302,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan",4114,Electronics and Communication Engineering,Y,SAFE,
254,71.5,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",4110,Computer Science and Engineering,Y,Good,
255,71.5,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",5216,Computer Science and Engineering,-,Good,
256,71.45,GFTI,422,"Punjab Engineering College, Chandigarh",4125,Mechanical Engineering,Y,No-data,
257,71.05,NIT,220,"National Institute of Technology, Kurukshetra",412A,ROBOTICS & AUTOMATION,Y,Reach,
258,71.05,NIT,220,"National Institute of Technology, Kurukshetra",412D,SUSTAINABLE ENERGY TECHNOLOGIES,Y,Out,
259,71.0,NIT,223,"National Institute of Technology, Rourkela",5503,Chemistry,-,Out,
260,71.0,NIT,223,"National Institute of Technology, Rourkela",4117,Engineering Physics,-,No-data,
261,71.0,NIT,203,Maulana Azad National Institute of Technology Bhopal,4180,Materials and Metallurgical Engineering,Y,No-data,
262,70.75,NIT,224,"National Institute of Technology, Silchar",4109,Civil Engineering,Y,SAFE,
263,70.75,IIIT,316,Indian Institute of Information Technology(IIIT) Dharwad,4114,Electronics and Communication Engineering,Y,SAFE,
264,70.75,IIIT,303,Indian Institute of Information Technology Guwahati,4110,Computer Science and Engineering,Y,SAFE,
265,70.5,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4130,Mining Engineering,Y,Out,
266,70.45,IIIT,314,Indian Institute of Information Technology Tiruchirappalli,413G,Electronics and Communication Engineering (VLSI Design),Y,Borderline,
267,70.3,NIT,219,"National Institute of Technology, Jamshedpur",4192,Engineering and Computational Mechanics,Y,Out,
268,70.25,NIT,206,National Institute of Technology Calicut,4117,Engineering Physics,Y,Good,
269,70.2,NIT,203,Maulana Azad National Institute of Technology Bhopal,5101,Architecture,Y,Out,
270,70.2,NIT,203,Maulana Azad National Institute of Technology Bhopal,4501,Planning,Y,Out,
271,70.2,NIT,210,National Institute of Technology Hamirpur,4124,Mathematics and Computing,Y,Borderline,
272,70.15,NIT,207,National Institute of Technology Delhi,4111,Electrical Engineering,Y,Borderline,
273,70.0,NIT,204,Motilal Nehru National Institute of Technology Allahabad,4104,Bio Technology,Y,SAFE,
274,70.0,IIIT,318,Indian Institute of Information Technology(IIIT) Kottayam,4114,Electronics and Communication Engineering,Y,SAFE,
275,70.0,IIIT,326,"Indian institute of information technology, Raichur, Karnataka",4110,Computer Science and Engineering,Y,Good,
276,69.85,GFTI,422,"Punjab Engineering College, Chandigarh",4136,Production and Industrial Engineering,Y,No-data,
277,69.5,NIT,230,"Visvesvaraya National Institute of Technology, Nagpur",4117,Engineering Physics,Y,No-data,
278,69.5,NIT,219,"National Institute of Technology, Jamshedpur",4127,Metallurgical and Materials Engineering,Y,Out,
279,69.5,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",4188,Artificial Intelligence and Data Science,Y,Borderline,
280,69.5,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",523U,Artificial Intelligence and Data Science,-,No-data,
281,69.45,NIT,220,"National Institute of Technology, Kurukshetra",5101,Architecture,Y,Out,
282,69.4,NIT,216,National Institute of Technology Raipur,4111,Electrical Engineering,Y,Borderline,
283,69.3,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",410V,Electronics and VLSI Engineering,Y,Good,
284,69.25,IIIT,314,Indian Institute of Information Technology Tiruchirappalli,4114,Electronics and Communication Engineering,Y,SAFE,
285,69.25,IIIT,304,"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",4110,Computer Science and Engineering,Y,SAFE,
286,69.25,IIIT,304,"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",410J,Computer Science and Engineering (Cyber Security),-,Out,
287,68.75,NIT,202,Malaviya National Institute of Technology Jaipur,4117,Engineering Physics,Y,No-data,
288,68.75,IIIT,303,Indian Institute of Information Technology Guwahati,413V,Electronics Communication and Artificial Intelligence,Y,No-data,
289,68.65,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4144,Electrical and Electronics Engineering,Y,SAFE,
290,68.5,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4114,Electronics and Communication Engineering,Y,Reach,
291,68.5,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,4110,Computer Science and Engineering,Y,SAFE,
292,68.05,IIIT,304,"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",412F,Computer Science and Engineering ( Artificial Intelligence & Data Science),-,Out,
293,68.0,GFTI,421,University of Hyderabad,5313,Materials Engineering,Y,SAFE,
294,68.0,IIIT,326,"Indian institute of information technology, Raichur, Karnataka",4188,Artificial Intelligence and Data Science,Y,Good,
295,67.75,NIT,208,National Institute of Technology Durgapur,4104,Bio Technology,Y,SAFE,
296,67.75,NIT,208,National Institute of Technology Durgapur,5296,Biotechnology,-,Out,
297,67.75,NIT,231,"National Institute of Technology, Andhra Pradesh",4114,Electronics and Communication Engineering,Y,Good,
298,67.75,IIIT,323,Indian Institute of Information Technology Bhopal,4110,Computer Science and Engineering,Y,SAFE,
299,67.75,IIIT,323,Indian Institute of Information Technology Bhopal,411Y,Computer Science and Engineering (Cyber Physical System),Y,SAFE,
300,67.75,IIIT,323,Indian Institute of Information Technology Bhopal,410J,Computer Science and Engineering (Cyber Security),Y,SAFE,
301,67.7,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4146,Information Technology,Y,Reach,
302,67.3,IIIT,311,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",4176,Smart Manufacturing,Y,SAFE,
303,67.3,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,4602,Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence),Y,SAFE,
304,67.25,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",5H3C,Chemistry,Y,No-data,
305,67.25,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",4117,Engineering Physics,Y,SAFE,
306,67.25,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",5H3E,Mathematics,Y,No-data,
307,67.25,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",5H3D,Physics,Y,No-data,
308,67.2,IIIT,326,"Indian institute of information technology, Raichur, Karnataka",4124,Mathematics and Computing,Y,SAFE,
309,67.0,NIT,210,National Institute of Technology Hamirpur,4114,Electronics and Communication Engineering,Y,Good,
310,67.0,NIT,210,National Institute of Technology Hamirpur,5234,Electronics and Communication Engineering,Y,Borderline,
311,67.0,GFTI,423,"Jawaharlal Nehru University, Delhi",4110,Computer Science and Engineering,Y,Good,
312,66.95,NIT,207,National Institute of Technology Delhi,4125,Mechanical Engineering,Y,Borderline,
313,66.55,IIIT,301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,411M,Mathematics and Scientific Computing,Y,Good,
314,66.55,IIIT,323,Indian Institute of Information Technology Bhopal,412G,Computer Science and Engineering (Artificial Intelligence),Y,SAFE,
315,66.55,IIIT,323,Indian Institute of Information Technology Bhopal,412E,Computer Science and Engineering (Data Science),Y,Good,
316,66.5,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5503,Chemistry,Y,No-data,
317,66.5,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5507,Physics,-,No-data,
318,66.25,GFTI,422,"Punjab Engineering College, Chandigarh",4109,Civil Engineering,Y,No-data,
319,66.25,NIT,215,National Institute of Technology Puducherry,4114,Electronics and Communication Engineering,Y,Reach,
320,66.2,NIT,216,National Institute of Technology Raipur,4125,Mechanical Engineering,Y,Borderline,
321,65.8,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",413C,Design Engineering,Y,SAFE,
322,65.8,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",4176,Smart Manufacturing,Y,SAFE,
323,65.75,NIT,208,National Institute of Technology Durgapur,5503,Chemistry,-,Out,
324,65.7,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,411F,B.Tech in Mathematics and Computing,Y,SAFE,
325,65.5,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",5234,Electronics and Communication Engineering,-,SAFE,
326,65.5,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",4174,Electronics and Communication Engineering with specialization in Design and Manufacturing,Y,Good,
327,65.5,GFTI,420,"International Institute of Information Technology, Naya Raipur",4110,Computer Science and Engineering,Y,SAFE,
328,65.45,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4125,Mechanical Engineering,Y,SAFE,
329,65.05,GFTI,422,"Punjab Engineering College, Chandigarh",4101,Aerospace Engineering,Y,No-data,
330,65.0,NIT,203,Maulana Azad National Institute of Technology Bhopal,522S,B. Tech. and M. Tech. in Engineering and Computational Mechanics (Dual Degree),-,Out,
331,64.95,IIIT,323,Indian Institute of Information Technology Bhopal,411F,B.Tech in Mathematics and Computing,Y,SAFE,
332,64.9,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4111,Electrical Engineering,Y,Good,
333,64.75,IIIT,303,Indian Institute of Information Technology Guwahati,4114,Electronics and Communication Engineering,Y,SAFE,
334,64.75,GFTI,424,"International Institute of Information Technology, Bhubaneswar",4110,Computer Science and Engineering,Y,Good,
335,64.25,GFTI,422,"Punjab Engineering College, Chandigarh",4127,Metallurgical and Materials Engineering,Y,No-data,
336,64.15,NIT,231,"National Institute of Technology, Andhra Pradesh",4144,Electrical and Electronics Engineering,Y,Good,
337,63.85,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4136,Production and Industrial Engineering,Y,SAFE,
338,63.5,GFTI,420,"International Institute of Information Technology, Naya Raipur",4181,Data Science and Artificial Intelligence,Y,Reach,
339,63.4,NIT,210,National Institute of Technology Hamirpur,4111,Electrical Engineering,Y,SAFE,
340,63.25,IIIT,304,"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",4114,Electronics and Communication Engineering,Y,SAFE,
341,63.25,GFTI,428,"Central University of Rajasthan, Rajasthan",4110,Computer Science and Engineering,Y,SAFE,
342,63.0,NIT,216,National Institute of Technology Raipur,4107,Chemical Engineering,Y,SAFE,
343,62.8,GFTI,453,Central University of Karnataka,410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,No-data,
344,62.65,NIT,215,National Institute of Technology Puducherry,4144,Electrical and Electronics Engineering,Y,Borderline,
345,62.5,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,4114,Electronics and Communication Engineering,Y,SAFE,
346,62.5,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,4601,Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things),Y,SAFE,
347,62.5,NIT,209,National Institute of Technology Goa,4110,Computer Science and Engineering,Y,Out,
348,62.25,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4107,Chemical Engineering,Y,SAFE,
349,62.05,IIIT,321,Indian Institute of Information Technology (IIIT) Pune,413W,Cyber Security,Y,No-data,
350,61.75,NIT,207,National Institute of Technology Delhi,4109,Civil Engineering,-,Good,
351,61.75,IIIT,323,Indian Institute of Information Technology Bhopal,4114,Electronics and Communication Engineering,Y,SAFE,
352,61.75,NIT,227,"National Institute of Technology, Uttarakhand",4110,Computer Science and Engineering,Y,Out,
353,61.7,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4125,Mechanical Engineering,Y,SAFE,
354,61.2,GFTI,453,Central University of Karnataka,4124,Mathematics and Computing,Y,No-data,
355,61.0,NIT,216,National Institute of Technology Raipur,4109,Civil Engineering,Y,SAFE,
356,61.0,GFTI,423,"Jawaharlal Nehru University, Delhi",4114,Electronics and Communication Engineering,Y,SAFE,
357,60.95,NIT,231,"National Institute of Technology, Andhra Pradesh",4125,Mechanical Engineering,Y,SAFE,
358,60.95,IIIT,323,Indian Institute of Information Technology Bhopal,4146,Information Technology,Y,SAFE,
359,60.9,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4148,Instrumentation and Control Engineering,Y,SAFE,
360,60.55,NIT,207,National Institute of Technology Delhi,4101,Aerospace Engineering,-,Out,
361,60.55,NIT,207,National Institute of Technology Delhi,411Z,VLSI Design and Technology,Y,Out,
362,60.25,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4109,Civil Engineering,Y,SAFE,
363,60.2,NIT,210,National Institute of Technology Hamirpur,4125,Mechanical Engineering,Y,SAFE,
364,60.1,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4149,Industrial and Production Engineering,Y,SAFE,
365,59.75,IIIT,301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,5B01,Integrated B. Tech.(IT) and M. Tech (IT),Y,Reach,
366,59.75,IIIT,301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,5C01,Integrated B. Tech.(IT) and MBA,Y,Good,
367,59.5,GFTI,420,"International Institute of Information Technology, Naya Raipur",4114,Electronics and Communication Engineering,-,SAFE,
368,59.45,NIT,215,National Institute of Technology Puducherry,4125,Mechanical Engineering,Y,SAFE,
369,59.05,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4167,Food Engineering  and Technology,Y,SAFE,
370,59.0,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",4117,Engineering Physics,Y,Out,
371,59.0,NIT,216,National Institute of Technology Raipur,4127,Metallurgical and Materials Engineering,Y,SAFE,
372,58.7,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",5233,Mechanical Engineering,-,SAFE,
373,58.7,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",4175,Mechanical Engineering with specialization in Design and Manufacturing,Y,SAFE,
374,58.5,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4107,Chemical Engineering,Y,SAFE,
375,58.2,NIT,216,National Institute of Technology Raipur,5101,Architecture,Y,Out,
376,58.0,GFTI,453,Central University of Karnataka,4114,Electronics and Communication Engineering,Y,No-data,
377,57.95,GFTI,424,"International Institute of Information Technology, Bhubaneswar",4146,Information Technology,Y,Good,
378,57.75,NIT,231,"National Institute of Technology, Andhra Pradesh",4107,Chemical Engineering,Y,SAFE,
379,57.25,GFTI,428,"Central University of Rajasthan, Rajasthan",4114,Electronics and Communication Engineering,Y,SAFE,
380,57.0,NIT,216,National Institute of Technology Raipur,4130,Mining Engineering,-,Out,
381,57.0,NIT,210,National Institute of Technology Hamirpur,4107,Chemical Engineering,Y,SAFE,
382,56.75,GFTI,424,"International Institute of Information Technology, Bhubaneswar",4153,Electronics and Telecommunication Engineering,Y,SAFE,
383,56.65,GFTI,405,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad",4111,Electrical Engineering,Y,SAFE,
384,56.5,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4109,Civil Engineering,-,Borderline,
385,56.5,NIT,209,National Institute of Technology Goa,4114,Electronics and Communication Engineering,-,Reach,
386,55.75,NIT,231,"National Institute of Technology, Andhra Pradesh",4109,Civil Engineering,Y,Good,
387,55.75,NIT,227,"National Institute of Technology, Uttarakhand",4114,Electronics and Communication Engineering,Y,SAFE,
388,55.15,GFTI,424,"International Institute of Information Technology, Bhubaneswar",4144,Electrical and Electronics Engineering,Y,SAFE,
389,55.0,NIT,216,National Institute of Technology Raipur,4152,Bio Medical Engineering,Y,SAFE,
390,55.0,NIT,216,National Institute of Technology Raipur,4104,Bio Technology,Y,Out,
391,55.0,NIT,210,National Institute of Technology Hamirpur,4109,Civil Engineering,Y,SAFE,
392,54.5,IIIT,308,"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",413U,Applied and Computational Physics,Y,No-data,
393,54.4,GFTI,453,Central University of Karnataka,4111,Electrical Engineering,Y,No-data,
394,54.25,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4104,Bio Technology,Y,SAFE,
395,54.25,NIT,215,National Institute of Technology Puducherry,4109,Civil Engineering,Y,Reach,
396,53.75,NIT,231,"National Institute of Technology, Andhra Pradesh",4127,Metallurgical and Materials Engineering,Y,Out,
397,53.45,GFTI,405,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad",4125,Mechanical Engineering,Y,SAFE,
398,53.0,NIT,210,National Institute of Technology Hamirpur,4123,Materials Science and Engineering,Y,SAFE,
399,52.9,NIT,209,National Institute of Technology Goa,4144,Electrical and Electronics Engineering,Y,Good,
400,52.25,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",5507,Physics,Y,Out,
401,52.2,NIT,210,National Institute of Technology Hamirpur,5101,Architecture,Y,Out,
402,52.15,NIT,227,"National Institute of Technology, Uttarakhand",4144,Electrical and Electronics Engineering,-,Out,
403,51.3,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4139,Textile Technology,Y,SAFE,
404,50.5,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4104,Bio Technology,Y,Good,
405,49.75,NIT,231,"National Institute of Technology, Andhra Pradesh",4104,Bio Technology,Y,Good,
406,49.7,NIT,209,National Institute of Technology Goa,4125,Mechanical Engineering,Y,SAFE,
407,48.95,NIT,227,"National Institute of Technology, Uttarakhand",4125,Mechanical Engineering,-,Out,
408,48.25,GFTI,405,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad",4109,Civil Engineering,Y,SAFE,
409,47.5,NIT,205,National Institute of Technology Agartala,4110,Computer Science and Engineering,Y,Borderline,
410,47.5,NIT,212,National Institute of Technology Meghalaya,4110,Computer Science and Engineering,-,Out,
411,47.5,NIT,213,National Institute of Technology Nagaland,4110,Computer Science and Engineering,-,Out,
412,47.5,NIT,217,National Institute of Technology Sikkim,4110,Computer Science and Engineering,Y,Reach,
413,47.5,NIT,218,National Institute of Technology Arunachal Pradesh,4110,Computer Science and Engineering,Y,Reach,
414,47.5,NIT,221,"National Institute of Technology, Manipur",4110,Computer Science and Engineering,Y,Good,
415,47.5,NIT,221,"National Institute of Technology, Manipur",5216,Computer Science and Engineering,-,No-data,
416,47.5,NIT,222,"National Institute of Technology, Mizoram",4110,Computer Science and Engineering,Y,Good,
417,47.5,NIT,225,"National Institute of Technology, Srinagar",4110,Computer Science and Engineering,Y,Good,
418,47.05,GFTI,405,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad",4151,Computer Engineering,Y,SAFE,
419,47.0,NIT,210,National Institute of Technology Hamirpur,4117,Engineering Physics,Y,SAFE,
420,45.5,NIT,217,National Institute of Technology Sikkim,410P,Artificial Intelligence and Machine Learning,-,No-data,
421,44.7,NIT,222,"National Institute of Technology, Mizoram",4124,Mathematics and Computing,-,Out,
422,44.5,NIT,209,National Institute of Technology Goa,4109,Civil Engineering,Y,Good,
423,43.75,NIT,227,"National Institute of Technology, Uttarakhand",4109,Civil Engineering,-,Good,
424,41.75,IIIT,323,Indian Institute of Information Technology Bhopal,413D,Physics and Computational Engineering,Y,SAFE,
425,41.5,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",4110,Computer Science and Engineering,Y,SAFE,
426,41.5,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",4110,Computer Science and Engineering,Y,SAFE,
427,41.5,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,4110,Computer Science and Engineering,-,Out,
428,41.5,IIIT,324,Indian Institute of Information Technology Surat,4110,Computer Science and Engineering,Y,Good,
429,41.5,IIIT,325,"Indian Institute of Information Technology, Agartala",4110,Computer Science and Engineering,Y,SAFE,
430,41.5,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",4110,Computer Science and Engineering,Y,SAFE,
431,41.5,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",410J,Computer Science and Engineering (Cyber Security),-,Good,
432,41.5,IIIT,324,Indian Institute of Information Technology Surat,410J,Computer Science and Engineering (Cyber Security),Y,Reach,
433,41.5,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",410J,Computer Science and Engineering (Cyber Security),Y,No-data,
434,41.5,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,4195,Computer Science and Engineering with specialization in Cyber Security,-,Out,
435,41.5,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,413H,Computer Science and Engineering with specialization in Quantum Technologies,-,Out,
436,41.5,NIT,205,National Institute of Technology Agartala,4114,Electronics and Communication Engineering,Y,Good,
437,41.5,NIT,212,National Institute of Technology Meghalaya,4114,Electronics and Communication Engineering,Y,Good,
438,41.5,NIT,213,National Institute of Technology Nagaland,4114,Electronics and Communication Engineering,-,SAFE,
439,41.5,NIT,217,National Institute of Technology Sikkim,4114,Electronics and Communication Engineering,Y,SAFE,
440,41.5,NIT,218,National Institute of Technology Arunachal Pradesh,4114,Electronics and Communication Engineering,Y,SAFE,
441,41.5,NIT,221,"National Institute of Technology, Manipur",4114,Electronics and Communication Engineering,Y,SAFE,
442,41.5,NIT,221,"National Institute of Technology, Manipur",5234,Electronics and Communication Engineering,-,No-data,
443,41.5,NIT,222,"National Institute of Technology, Mizoram",4114,Electronics and Communication Engineering,Y,SAFE,
444,41.5,NIT,225,"National Institute of Technology, Srinagar",4114,Electronics and Communication Engineering,Y,SAFE,
445,40.7,NIT,225,"National Institute of Technology, Srinagar",4146,Information Technology,Y,Good,
446,40.3,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",411J,Computer Science & Engineering (Data Science and Analytics),Y,No-data,
447,40.3,IIIT,324,Indian Institute of Information Technology Surat,410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,Borderline,
448,40.3,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",412G,Computer Science and Engineering (Artificial Intelligence),Y,No-data,
449,40.3,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",412E,Computer Science and Engineering (Data Science),Y,Out,
450,40.3,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,410R,Computer Science and Engineering with specialization in Artificial Intelligence and Data Science,-,Out,
451,40.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5418,B.Tech. (Computer Science and Engineering) - MBA,-,Out,
452,40.0,GFTI,401,"Assam University, Silchar",4110,Computer Science and Engineering,Y,Good,
453,40.0,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4110,Computer Science and Engineering,Y,SAFE,
454,40.0,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4110,Computer Science and Engineering,Y,SAFE,
455,40.0,GFTI,408,"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",4110,Computer Science and Engineering,Y,SAFE,
456,40.0,GFTI,409,"National Institute of Advanced Manufacturing Technology, Ranchi",4110,Computer Science and Engineering,Y,No-data,
457,40.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,4110,Computer Science and Engineering,Y,SAFE,
458,40.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,5216,Computer Science and Engineering,Y,SAFE,
459,40.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4110,Computer Science and Engineering,-,Out,
460,40.0,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4110,Computer Science and Engineering,Y,SAFE,
461,40.0,GFTI,425,"Central institute of Technology Kokrajar, Assam",4110,Computer Science and Engineering,Y,SAFE,
462,40.0,GFTI,426,"Puducherry Technological University, Puducherry",4110,Computer Science and Engineering,-,SAFE,
463,40.0,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4110,Computer Science and Engineering,-,Out,
464,40.0,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4110,Computer Science and Engineering,Y,No-data,
465,40.0,GFTI,437,Central University of Jammu,4110,Computer Science and Engineering,Y,SAFE,
466,40.0,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",4110,Computer Science and Engineering,-,SAFE,
467,40.0,GFTI,439,Central University of Haryana,4110,Computer Science and Engineering,Y,SAFE,
468,40.0,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4110,Computer Science and Engineering,Y,SAFE,
469,40.0,GFTI,444,CU Jharkhand,4110,Computer Science and Engineering,-,Out,
470,40.0,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4110,Computer Science and Engineering,-,Out,
471,40.0,GFTI,460,"Central University of Punjab, Bathinda",4110,Computer Science and Engineering,Y,No-data,
472,40.0,GFTI,447,"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",413K,"Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology )",Y,SAFE,
473,40.0,GFTI,448,"National Institute of Electronics and Information Technology, Gorakhpur (UP)",413L,Computer Science and Engineering with minor in AI and ML,Y,SAFE,
474,40.0,GFTI,437,Central University of Jammu,4195,Computer Science and Engineering with specialization in Cyber Security,Y,SAFE,
475,39.5,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",4185,Artificial Intelligence,Y,SAFE,
476,39.5,NIT,205,National Institute of Technology Agartala,4142,Electronics and Instrumentation Engineering,Y,SAFE,
477,39.5,NIT,213,National Institute of Technology Nagaland,4142,Electronics and Instrumentation Engineering,Y,SAFE,
478,39.25,GFTI,428,"Central University of Rajasthan, Rajasthan",4152,Bio Medical Engineering,Y,SAFE,
479,38.8,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4603,Computer Science Engineering (Artificial Intelligence),Y,SAFE,
480,38.8,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",410E,Computer Science Engineering (Artificial lntelligence and Machine Learning),-,No-data,
481,38.8,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4604,Computer Science Engineering (Data Science),Y,SAFE,
482,38.8,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,No-data,
483,38.8,GFTI,455,"National Institute of Electronics and Information Technology, Aizawl",410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,No-data,
484,38.8,GFTI,407,"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad",4196,Computer Science and Engineering with Major in Artificial Intelligence,Y,SAFE,
485,38.7,IIIT,324,Indian Institute of Information Technology Surat,411F,B.Tech in Mathematics and Computing,Y,No-data,
